elev,N,count,median,p25,p75
8,7,5,0.698,0.518,0.776
8,8,20,0.492,0.374,0.759
18,8,7,0.53,0.206,0.68
23,0,7,0.742,0.603,0.856
23,5,11,0.735,0.653,0.818
23,6,9,0.837,0.742,0.972
23,7,7,0.709,0.417,0.84
23,8,33,0.391,0.257,0.647
28,3,5,0.78,0.759,0.838
28,5,6,0.811,0.753,0.932
28,6,12,0.839,0.745,0.963
28,7,5,0.831,0.748,0.866
28,8,25,0.465,0.326,0.582
