elev,N,count,median,p25,p75
8,0,5,0.607,0.592,0.609
8,7,6,0.527,0.465,0.545
8,8,12,0.355,0.231,0.567
13,2,6,0.652,0.646,0.68
13,5,5,0.624,0.554,0.665
13,6,9,0.577,0.532,0.669
13,8,13,0.23,0.154,0.387
18,3,7,0.584,0.583,0.593
18,7,7,0.602,0.524,0.787
18,8,33,0.287,0.135,0.37
23,8,28,0.33,0.221,0.43
28,8,11,0.305,0.207,0.474
33,0,8,0.744,0.72,0.773
33,8,5,0.589,0.546,0.736
38,6,5,0.719,0.501,0.783
38,8,10,0.335,0.184,0.618
43,8,9,0.236,0.168,0.412
