elev,N,count,median,p25,p75
23,0,11,0.759,0.653,0.822
23,2,17,0.808,0.754,0.887
23,3,12,0.731,0.643,0.819
23,5,8,0.767,0.72,0.874
23,6,16,0.85,0.795,0.909
23,7,5,0.688,0.65,0.716
23,8,18,0.621,0.366,0.849
33,0,21,0.937,0.913,1.003
33,2,11,0.916,0.891,1.007
33,3,6,0.921,0.901,0.934
33,5,5,0.911,0.888,0.926
33,7,6,0.598,0.341,0.758
33,8,15,0.322,0.228,0.457
53,0,7,0.916,0.891,0.948
53,2,17,0.924,0.89,0.949
53,3,7,0.945,0.924,0.962
53,5,13,0.936,0.871,0.994
53,6,19,0.885,0.805,0.954
53,7,8,0.915,0.888,0.97
53,8,11,0.774,0.153,1.068
63,0,12,0.924,0.897,0.947
63,2,15,0.916,0.893,0.93
63,3,9,0.941,0.914,0.949
63,5,11,0.907,0.859,0.93
63,6,18,0.937,0.855,0.986
63,7,7,0.783,0.504,1.061
63,8,12,0.32,0.208,0.667
