elev,N,count,median,p25,p75
23,0,8,0.678,0.623,0.706
23,2,8,0.671,0.663,0.692
23,3,6,0.665,0.658,0.675
23,5,11,0.677,0.654,0.702
23,6,16,0.635,0.545,0.729
23,8,8,0.224,0.186,0.612
33,0,21,0.729,0.684,0.901
33,2,14,0.867,0.724,0.889
33,3,5,0.831,0.676,0.877
33,5,5,0.728,0.684,0.942
33,6,10,0.633,0.509,0.693
53,0,7,0.877,0.803,0.88
53,2,10,0.874,0.823,0.883
53,3,7,0.868,0.838,0.902
53,5,15,0.866,0.835,0.904
53,6,15,0.874,0.681,0.982
58,0,11,0.785,0.764,0.852
58,2,13,0.847,0.786,0.899
58,3,9,0.791,0.783,0.796
58,5,5,0.849,0.78,0.889
58,6,5,0.877,0.867,0.923
