elev,N,count,median,p25,p75
8,6,6,0.53,0.456,0.664
8,7,5,0.63,0.451,0.798
8,8,17,0.29,0.173,0.501
13,8,27,0.296,0.14,0.449
18,2,5,0.753,0.701,0.786
18,6,13,0.81,0.648,0.844
18,7,8,0.423,0.403,0.43
18,8,34,0.188,0.135,0.409
23,2,5,0.762,0.758,1.001
23,6,6,0.894,0.738,1.023
23,7,5,0.59,0.419,0.855
23,8,26,0.214,0.146,0.388
