elev,N,count,median,p25,p75
8,0,5,0.576,0.562,0.592
8,7,6,0.529,0.492,0.706
8,8,12,0.385,0.231,0.553
13,2,6,0.388,0.331,0.618
13,6,5,0.637,0.488,0.739
13,8,5,0.123,0.112,0.148
18,3,6,0.65,0.624,0.695
18,7,6,0.456,0.384,0.555
18,8,29,0.375,0.236,0.437
23,8,22,0.343,0.242,0.382
28,8,11,0.339,0.219,0.455
33,0,8,0.804,0.782,0.824
33,8,5,0.713,0.549,0.716
38,8,6,0.344,0.314,0.759
