elev,N,count,median,p25,p75
13,6,6,0.799,0.682,0.87
13,8,8,0.459,0.321,0.649
18,8,9,0.441,0.227,0.522
23,6,5,0.938,0.828,1.04
23,8,5,0.498,0.487,0.796
28,8,14,0.298,0.222,0.448
33,8,9,0.426,0.317,0.601
38,8,5,0.336,0.246,0.378
