elev,N,count,median,p25,p75
8,0,5,0.868,0.789,0.905
8,7,6,0.667,0.615,0.815
8,8,12,0.468,0.251,0.937
13,5,5,0.76,0.593,0.818
13,6,7,0.845,0.59,0.934
13,8,13,0.301,0.18,0.652
18,3,7,0.84,0.817,0.857
18,7,5,0.793,0.746,0.846
18,8,33,0.468,0.257,0.523
23,8,28,0.398,0.299,0.523
28,8,10,0.336,0.228,0.639
38,6,5,0.987,0.741,1.076
38,8,10,0.425,0.233,0.61
43,8,8,0.333,0.307,0.7
