elev,N,count,median,p25,p75
8,6,7,0.739,0.648,1.004
8,8,18,0.38,0.269,0.834
13,6,9,0.811,0.604,0.844
13,8,26,0.239,0.167,0.396
18,3,8,0.958,0.911,1.037
18,6,7,0.775,0.516,0.942
18,8,46,0.306,0.203,0.509
23,0,6,0.983,0.967,1.003
23,2,9,1.039,1.003,1.054
23,5,7,1.014,0.964,1.059
23,6,19,0.817,0.658,1.049
23,8,27,0.338,0.188,0.438
28,2,5,0.943,0.924,1.046
28,6,5,0.979,0.959,1.013
28,8,21,0.38,0.278,0.558
33,0,13,0.952,0.924,1.026
33,2,9,0.974,0.941,1.006
33,6,16,0.882,0.837,0.93
33,7,6,0.542,0.478,0.66
33,8,25,0.424,0.302,0.641
38,8,12,0.491,0.32,0.879
43,8,15,0.452,0.376,0.526
48,7,6,0.69,0.566,0.953
48,8,11,0.359,0.152,0.49
53,2,9,0.97,0.954,0.988
53,5,8,0.975,0.971,0.984
53,6,20,0.985,0.845,1.02
53,7,7,0.59,0.492,0.8
53,8,9,0.196,0.192,0.451
58,6,6,0.884,0.851,0.973
63,0,5,0.955,0.951,0.983
63,2,6,0.988,0.963,1.001
63,6,7,0.977,0.816,0.99
63,8,7,0.239,0.221,0.723
